domain,protocol,ip_addr,get_period,average_word_len,path_length,check_double_slash,containsAt,sub_dir,containsHyphen,countQueries,Label
techcrunch.com,0,0,0,0,1,1,0,7,7,0,0
stackoverflow.com,0,0,0,1,1,1,0,5,8,0,0
seasonvar.ru,0,0,0,1,1,1,0,3,4,0,0
mic.com,0,0,0,1,1,1,0,5,11,0,0
kakaku.com,0,0,0,0,1,1,0,9,4,0,0
sourceforge.net,0,0,0,1,1,1,0,5,1,1,0
variety.com,0,0,0,0,1,1,0,7,8,0,0
distractify.com,0,0,0,0,1,1,0,12,0,0,0
spankbang.com,0,0,0,1,1,1,0,5,0,0,0
jalopnik.com,0,0,0,1,1,1,0,3,8,0,0
censor.net.ua,0,0,0,0,1,1,0,5,0,0,0
olx.co.id,0,0,0,0,1,1,0,9,2,0,0
babal.net,0,0,0,1,1,1,0,6,7,0,0
paytm.com,0,0,0,0,1,0,0,9,6,0,0
digg.com,0,0,0,1,1,1,0,4,11,0,0
sourceforge.net,0,0,0,1,0,1,0,4,0,1,0
distractify.com,0,0,0,0,1,1,0,12,0,0,0
variety.com,0,0,0,0,1,1,0,7,10,0,0
otomoto.pl,0,0,0,1,1,1,0,4,7,0,0
distractify.com,0,0,0,0,1,1,0,12,0,0,0
pornsharing.com,0,0,0,1,1,1,0,3,9,0,0
babal.net,0,0,0,1,1,1,0,6,2,0,0
thenextweb.com,0,0,0,0,1,1,0,8,10,0,0
500px.com,0,0,0,0,1,0,0,5,5,1,0
indianexpress.com,0,0,0,1,1,1,0,7,10,0,0
babal.net,0,0,0,0,1,1,0,5,1,0,0
depositphotos.com,0,0,0,1,1,1,0,4,6,0,0
depositphotos.com,0,0,0,1,0,1,0,3,4,0,0
olx.ro,0,0,0,0,1,1,0,7,5,0,0
twitter.com,0,0,0,1,0,1,0,3,1,0,0
superuser.com,0,0,0,0,1,1,0,5,8,0,0
rocketnews24.com,0,0,0,0,1,1,0,5,0,0,0
mashable.com,0,0,0,0,1,1,0,8,6,0,0
torcache.net,0,0,1,1,1,1,0,4,0,0,0
extratorrent.cc,0,0,0,1,1,1,0,5,0,0,0
tobogo.net,0,0,0,1,0,1,0,4,0,8,0
allrecipes.com,0,0,0,0,1,1,0,6,4,0,0
motthegioi.vn,0,0,0,1,1,1,0,4,10,0,0
nrk.no,0,0,1,0,1,1,0,9,2,0,0
jalopnik.com,0,0,0,1,1,1,0,3,10,2,0
digg.com,0,0,0,1,1,1,0,4,10,0,0
digg.com,0,0,0,1,1,1,0,4,12,0,0
venturebeat.com,0,0,0,1,1,1,0,7,19,0,0
buzzfil.net,0,0,0,1,1,1,0,6,9,0,0
tinnhanh360.net,0,0,0,1,1,1,0,3,9,0,0
torcache.net,0,0,1,1,1,1,0,4,0,0,0
extratorrent.cc,0,0,0,1,1,1,0,5,1,0,0
techcrunch.com,0,0,0,0,1,1,0,7,14,0,0
correios.com.br,0,0,0,1,1,1,0,6,10,0,0
seesaawiki.jp,0,0,0,0,1,1,0,5,0,0,0
extratorrent.cc,0,0,1,1,1,1,0,5,2,0,0
indianexpress.com,0,0,0,0,1,1,0,7,12,0,0
correios.com.br,0,0,0,0,1,1,0,8,6,0,0
tinnhanh360.net,0,0,0,1,1,1,0,3,9,0,0
rocketnews24.com,0,0,0,1,1,1,0,7,0,0,0
9gag.tv,0,0,0,1,1,1,0,5,12,0,0
emgn.com,0,0,0,0,1,1,0,5,13,0,0
tunein.com,0,0,0,0,1,1,0,7,4,0,0
nypost.com,0,0,0,0,1,1,0,7,11,0,0
olx.in,0,0,0,1,0,1,0,6,0,8,0
jezebel.com,0,0,0,1,1,1,0,3,12,2,0
bestblackhatforum.com,0,0,0,1,1,1,0,3,11,0,0
mylust.com,0,0,0,0,1,1,0,6,10,0,0
cookpad.com,0,0,0,1,0,1,0,3,0,0,0
censor.net.ua,0,0,0,1,1,1,0,5,0,0,0
olx.co.id,0,0,0,0,1,1,0,7,6,0,0
bestblackhatforum.com,0,0,0,1,1,1,0,3,12,0,0
buzzfil.net,0,0,0,0,1,1,0,6,7,0,0
askubuntu.com,0,0,0,0,1,1,0,5,7,0,0
torcache.net,0,0,1,1,1,1,0,4,0,0,0
kakaku.com,0,0,0,0,1,1,0,8,5,0,0
otomoto.pl,0,0,0,0,1,1,0,9,3,0,0
500px.com,0,0,0,1,1,0,0,5,7,1,0
qz.com,0,0,0,1,1,1,0,5,13,0,0
io9.com,0,0,0,1,1,1,0,4,8,0,0
maybank2u.com.my,0,0,0,1,1,1,0,8,1,4,0
katproxy.com,0,0,0,1,1,1,0,3,10,0,0
buzzfil.net,0,0,0,1,1,1,0,6,19,0,0
extratorrent.cc,0,0,0,1,1,1,0,5,3,0,0
uproxx.com,0,0,0,0,1,1,0,7,11,0,0
ecnavi.jp,0,0,0,0,0,1,0,13,0,0,0
jezebel.com,0,0,0,0,1,1,0,5,11,0,0
correios.com.br,0,0,0,0,1,1,0,8,6,0,0
mylust.com,0,0,0,0,1,1,0,6,10,0,0
emgn.com,0,0,0,1,1,1,0,5,10,0,0
mashable.com,0,0,0,0,1,1,0,8,3,0,0
io9.com,0,0,0,1,1,1,0,4,13,0,0
jezebel.com,0,0,0,1,1,1,0,3,11,0,0
torcache.net,0,0,1,1,1,1,0,4,0,0,0
diply.com,0,0,0,0,1,1,0,5,7,0,0
superuser.com,0,0,0,1,1,1,0,5,12,0,0
techcrunch.com,0,0,0,0,1,1,0,7,10,0,0
graphicriver.net,0,0,0,0,1,1,0,5,7,0,0
ecnavi.jp,0,0,0,0,0,1,0,13,0,0,0
twitter.com,0,0,0,1,0,0,0,3,5,1,0
sberbank.ru,0,0,0,0,1,1,0,13,0,0,0
extratorrent.cc,0,0,0,0,1,1,0,5,0,0,0
auto.ru,0,0,0,1,0,1,0,7,2,5,0
tinnhanh360.net,0,0,0,1,1,1,0,3,13,0,0
medium.com,0,0,0,1,1,0,0,4,13,0,0
fanpage.gr,0,0,0,1,1,1,0,6,6,0,0
mic.com,0,0,0,0,1,1,0,5,10,0,0
kienthuc.net.vn,0,0,0,1,1,1,0,4,10,0,0
censor.net.ua,0,0,0,1,1,1,0,5,0,0,0
seasonvar.ru,0,0,0,1,1,1,0,3,4,0,0
codecanyon.net,0,0,0,1,0,1,0,3,1,11,0
ifttt.com,0,0,0,1,1,0,0,4,10,0,0
correios.com.br,0,0,0,0,1,1,0,8,6,0,0
mylust.com,0,0,0,0,1,1,0,6,11,0,0
distractify.com,0,0,0,0,1,1,0,12,0,0,0
kenh14.vn,0,0,0,1,1,1,0,4,12,0,0
tobogo.net,0,0,0,1,0,1,0,4,0,8,0
thenextweb.com,0,0,0,0,1,1,0,8,10,0,0
himado.in,0,0,0,1,0,1,0,3,0,0,0
medium.com,0,0,0,1,1,0,1,4,7,0,0
haberler.com,0,0,0,1,1,1,0,4,7,0,0
bdnews24.com,0,0,0,0,1,1,0,7,8,0,0
torcache.net,0,0,1,1,1,1,0,4,0,0,0
thenextweb.com,0,0,0,0,1,1,0,9,8,0,0
thenextweb.com,0,0,0,1,1,1,0,8,21,0,0
olx.in,0,0,0,1,0,1,0,5,1,4,0
babal.net,0,0,0,1,1,1,0,6,16,0,0
babal.net,0,0,0,1,1,1,0,6,6,0,0
1337x.to,0,0,0,0,1,1,0,6,10,0,0
fanpage.gr,0,0,0,1,1,1,0,5,8,0,0
tobogo.net,0,0,0,1,0,1,0,4,0,8,0
otomoto.pl,0,0,0,1,1,1,0,4,14,0,0
buzzfil.net,0,0,0,1,1,1,0,6,10,0,0
aljazeera.net,0,0,0,0,1,1,0,6,8,0,0
bestblackhatforum.com,0,0,0,1,1,1,0,3,13,0,0
kickass.to,0,0,0,1,1,1,0,3,9,0,0
thenextweb.com,0,0,0,0,1,1,0,8,8,0,0
ringring.vn,0,0,0,1,1,1,0,3,13,0,0
jezebel.com,0,0,0,0,1,1,0,5,10,0,0
udn.com,0,0,0,1,1,1,0,6,1,0,0
kakaku.com,0,0,0,0,1,1,0,8,5,0,0
otomoto.pl,0,0,0,1,1,1,0,4,9,0,0
interpark.com,0,0,1,1,0,1,0,4,0,5,0
slashdot.org,0,0,0,0,1,1,0,5,6,0,0
bleacherreport.com,0,0,0,1,1,1,0,4,10,0,0
techcrunch.com,0,0,0,0,1,1,0,7,9,0,0
jalopnik.com,0,0,0,1,1,1,0,3,10,0,0
mediaset.it,0,0,0,0,1,1,0,5,8,0,0
clien.net,0,0,0,0,0,1,0,5,0,0,0
olx.co.id,0,0,0,0,1,1,0,9,6,0,0
myegy.to,0,0,0,1,1,1,0,5,0,0,0
themeforest.net,0,0,0,0,1,1,0,6,4,0,0
babal.net,0,0,0,0,1,1,0,5,1,0,0
depositphotos.com,0,0,0,1,0,1,0,3,5,0,0
babal.net,0,0,0,1,1,1,0,6,4,0,0
mirtesen.ru,0,0,0,1,0,1,0,4,0,2,0
thenextweb.com,0,0,0,0,1,1,0,9,9,0,0
extratorrent.cc,0,0,1,1,1,1,0,5,0,0,0
emgn.com,0,0,0,1,1,1,0,5,16,0,0
qz.com,0,0,0,0,1,1,0,5,10,0,0
censor.net.ua,0,0,0,1,1,1,0,5,0,0,0
allegro.pl,0,0,0,1,0,1,0,4,8,3,0
interpark.com,0,0,0,1,0,1,0,4,0,4,0
emgn.com,0,0,0,0,1,1,0,5,10,0,0
aljazeera.net,0,0,0,1,1,1,0,8,6,0,0
nguyentandung.org,0,0,0,1,1,1,0,3,16,0,0
interpark.com,0,0,0,1,0,1,0,4,0,4,0
askubuntu.com,0,0,0,0,1,1,0,5,6,0,0
seekingalpha.com,0,0,0,1,1,1,0,4,7,0,0
archive.org,0,0,0,1,0,0,0,3,1,2,0
quizlet.com,0,0,0,1,0,0,0,3,2,0,0
motthegioi.vn,0,0,0,1,1,1,0,5,14,0,0
mic.com,0,0,0,1,1,1,0,5,11,0,0
censor.net.ua,0,0,0,1,1,1,0,5,0,0,0
extratorrent.cc,0,0,0,1,1,1,0,5,1,0,0
thenextweb.com,0,0,0,0,1,1,0,8,6,0,0
icicibank.com,0,0,0,0,1,1,0,6,3,0,0
nguyentandung.org,0,0,0,1,1,1,0,3,15,0,0
bleacherreport.com,0,0,0,1,1,1,0,4,10,0,0
tobogo.net,0,0,0,1,0,1,0,4,0,8,0
pikabu.ru,0,0,0,1,1,1,0,5,0,0,0
onedio.com,0,0,0,1,1,1,0,4,7,0,0
depositphotos.com,0,0,0,1,0,1,0,3,6,0,0
olx.ro,0,0,0,0,1,1,0,7,5,0,0
avxhome.se,0,0,0,0,1,1,0,7,0,0,0
ecnavi.jp,0,0,0,0,0,1,0,9,2,0,0
graphicriver.net,0,0,0,0,1,1,0,6,2,0,0
ringring.vn,0,0,0,1,1,1,0,3,14,0,0
sourceforge.net,0,0,0,1,1,1,0,5,0,1,0
persianblog.ir,0,0,0,0,1,1,0,7,0,0,0
olx.co.id,0,0,0,0,1,1,0,9,8,0,0
mic.com,0,0,0,0,1,1,0,5,8,0,0
voyeurhit.com,0,0,0,1,1,1,0,5,15,0,0
bigcinema.tv,0,0,0,1,1,1,0,4,0,0,0
censor.net.ua,0,0,0,0,1,1,0,16,0,0,0
censor.net.ua,0,0,0,1,1,1,0,5,0,0,0
esporte.uol.com.br,0,0,0,0,1,1,0,11,13,0,0
fishki.net,0,0,0,1,1,1,0,4,10,0,0
udn.com,0,0,0,1,1,1,0,6,2,0,0
mylust.com,0,0,0,0,1,1,0,6,10,0,0
onedio.com,0,0,0,1,1,1,0,4,8,0,0
io9.com,0,0,0,0,1,1,0,5,9,0,0
gov.uk,0,0,0,0,1,0,0,5,6,0,0
tobogo.net,0,0,0,1,0,1,0,4,0,8,0
gawker.com,0,0,0,1,1,1,0,4,13,0,0
torrentdn.com,0,0,0,1,0,1,0,4,0,3,0
metro.co.uk,0,0,0,1,1,1,0,7,16,0,0
plarium.com,0,0,0,0,1,1,0,8,8,0,0
lifehacker.com,0,0,0,1,1,1,0,3,9,0,0
tinnhanh360.net,0,0,0,1,1,1,0,3,14,0,0
worldoftanks.ru,0,0,0,0,1,1,0,8,0,0,0
elitedaily.com,0,0,0,0,1,1,0,6,6,0,0
kenh14.vn,0,0,0,1,1,1,0,4,19,0,0
motthegioi.vn,0,0,0,1,1,1,0,4,17,0,0
thenextweb.com,0,0,0,0,1,1,0,9,6,0,0
babal.net,0,0,0,1,1,1,0,6,3,0,0
atwiki.jp,0,0,0,1,1,1,0,4,0,0,0
chaturbate.com,0,0,0,0,1,0,0,6,0,0,0
genius.com,0,0,0,1,1,1,0,5,47,0,0
thenextweb.com,0,0,0,0,1,1,0,8,6,0,0
udn.com,0,0,0,1,1,1,0,6,2,0,0
infospace.com,0,0,0,0,1,1,0,8,3,0,0
onedio.com,0,0,0,1,1,1,0,4,10,0,0
perezhilton.com,0,0,0,1,1,1,0,4,10,0,0
censor.net.ua,0,0,0,1,1,1,0,5,0,0,0
twitter.com,0,0,0,1,0,0,0,3,1,0,0
codecanyon.net,0,0,0,0,1,1,0,6,3,0,0
indianexpress.com,0,0,0,0,1,1,0,7,10,0,0
pornsharing.com,0,0,0,1,1,1,0,3,9,0,0
mashable.com,0,0,0,0,1,1,0,8,4,0,0
stackoverflow.com,0,0,0,0,1,1,0,5,8,0,0
tobogo.net,0,0,0,1,0,1,0,4,0,8,0
extratorrent.cc,0,0,0,1,1,1,0,5,1,0,0
tobogo.net,0,0,0,1,0,1,0,4,0,5,0
torcache.net,0,0,1,1,1,1,0,4,0,0,0
1337x.to,0,0,0,1,1,1,0,6,15,0,0
distractify.com,0,0,0,0,1,1,0,12,0,0,0
momoshop.com.tw,0,0,0,1,0,1,0,4,1,4,0
stackoverflow.com,0,0,0,1,1,1,0,5,6,0,0
seasonvar.ru,0,0,0,1,1,1,0,3,4,0,0
500px.com,0,0,0,1,1,0,0,5,8,1,0
indianexpress.com,0,0,0,0,1,1,0,7,8,0,0
allegro.pl,0,0,0,1,0,1,0,4,7,3,0
kienthuc.net.vn,0,0,0,1,1,1,0,4,13,0,0
gizmodo.com,0,0,0,0,1,1,0,6,10,0,0
ringring.vn,0,0,0,1,1,1,0,3,12,0,0
xhamster.com,0,0,0,1,1,1,0,5,0,0,0
findagrave.com,0,0,0,1,0,1,0,4,0,18,0
1337x.to,0,0,0,0,1,1,0,6,11,0,0
otomoto.pl,0,0,0,1,1,1,0,4,8,0,0
seekingalpha.com,0,0,0,1,1,1,0,4,10,0,0
plarium.com,0,0,0,0,1,1,0,8,8,0,0
qz.com,0,0,0,1,1,1,0,5,18,0,0
extratorrent.cc,0,0,0,1,1,1,0,5,1,0,0
superuser.com,0,0,0,0,1,1,0,5,8,0,0
atwiki.jp,0,0,0,1,1,1,0,4,0,0,0
comicbook.com,0,0,0,0,1,1,0,7,10,0,0
kickass.to,0,0,0,1,1,1,0,3,22,0,0
tobogo.net,0,0,0,1,0,1,0,4,0,8,0
xhamster.com,0,0,0,1,1,1,0,5,0,0,0
twitter.com,0,0,0,1,0,0,0,3,1,0,0
hdfcbank.com,0,0,0,0,1,1,0,6,5,0,0
icicibank.com,0,0,0,1,1,1,0,5,4,2,0
sourceforge.net,0,0,0,1,1,1,0,5,0,1,0
serverfault.com,0,0,0,1,1,1,0,5,14,0,0
udn.com,0,0,0,1,1,1,0,6,2,0,0
extratorrent.cc,0,0,0,1,1,1,0,5,2,0,0
genius.com,0,0,0,1,1,1,0,5,15,0,0
slashdot.org,0,0,0,1,1,1,0,5,9,2,0
twitter.com,0,0,0,1,0,0,0,3,3,1,0
slashdot.org,0,0,0,0,1,1,0,8,7,0,0
torcache.net,0,0,1,1,1,1,0,4,0,0,0
twitter.com,0,0,1,1,0,0,0,3,4,1,0
nymag.com,0,0,0,0,1,1,0,7,5,0,0
indianexpress.com,0,0,0,0,1,1,0,7,7,0,0
metro.co.uk,0,0,0,1,1,1,0,7,17,0,0
twitter.com,0,0,0,1,0,0,0,3,1,0,0
mic.com,0,0,0,1,1,1,0,5,11,0,0
techcrunch.com,0,0,0,0,1,1,0,7,12,0,0
olx.ro,0,0,0,0,1,1,0,9,4,0,0
techcrunch.com,0,0,0,0,1,1,0,7,12,0,0
akhbarelyom.com,0,0,0,0,1,1,0,7,2,0,0
lifehacker.com,0,0,0,1,1,1,0,3,9,0,0
haberler.com,0,0,0,1,1,1,0,4,7,0,0
allegro.pl,0,0,0,1,0,1,0,3,10,2,0
nesn.com,0,0,0,0,1,1,0,6,15,0,0
olx.ro,0,0,0,0,1,1,0,8,4,0,0
techcrunch.com,0,0,0,0,1,1,0,7,11,0,0
dribbble.com,0,0,0,1,1,1,0,4,7,0,0
patch.com,0,0,0,0,1,1,0,5,10,0,0
twitter.com,0,0,0,1,0,1,0,3,1,0,0
nguyentandung.org,0,0,0,1,1,1,0,3,15,0,0
thenextweb.com,0,0,0,0,1,1,0,9,5,0,0
emgn.com,0,0,0,0,1,1,0,5,8,0,0
yourlust.com,0,0,0,1,1,1,0,4,10,0,0
jezebel.com,0,0,0,1,1,1,0,3,8,2,0
sourceforge.net,0,0,0,1,1,1,0,5,2,1,0
tobogo.net,0,0,0,1,0,1,0,4,0,8,0
bleacherreport.com,0,0,0,1,1,1,0,4,10,0,0
censor.net.ua,0,0,0,1,1,1,0,5,0,0,0
sourceforge.net,0,0,0,1,1,1,0,5,0,1,0
wikimapia.org,0,0,0,1,1,1,0,5,2,0,0
venturebeat.com,0,0,0,0,1,1,0,7,12,0,0
twitter.com,0,0,0,1,0,0,0,3,8,1,0
emgn.com,0,0,0,0,1,1,0,5,10,0,0
hollywoodlife.com,0,0,0,0,1,0,0,7,7,0,0
getpocket.com,0,0,0,1,1,1,0,7,14,0,0
syosetu.com,0,0,0,1,0,1,0,5,0,5,0
techcrunch.com,0,0,0,0,1,1,0,7,12,0,0
variety.com,0,0,0,0,1,1,0,7,4,0,0
olx.ua,0,0,0,0,1,1,0,6,1,0,0
kenh14.vn,0,0,0,1,1,1,0,4,13,0,0
tobogo.net,0,0,0,1,0,1,0,4,0,8,0
askubuntu.com,0,0,0,1,1,1,0,5,12,0,0
arstechnica.com,0,0,0,0,1,1,0,7,9,0,0
extratorrent.cc,0,0,0,1,1,1,0,5,0,0,0
syosetu.com,0,0,0,1,0,1,0,5,0,5,0
thenextweb.com,0,0,0,0,1,1,0,8,8,0,0
persianblog.ir,0,0,0,0,1,1,0,7,0,0,0
abc.go.com,0,0,0,0,1,1,0,12,5,0,0
filehippo.com,0,0,0,0,1,1,0,7,0,0,0
twitter.com,0,0,0,1,0,1,0,3,1,0,0
thenextweb.com,0,0,0,0,1,1,0,8,10,0,0
torcache.net,0,0,1,1,1,1,0,4,0,0,0
xvideo-jp.com,0,0,0,0,1,1,0,7,1,0,0
correios.com.br,0,0,0,1,1,1,0,6,10,0,0
web.de,0,0,0,0,1,1,0,8,6,0,0
ringring.vn,0,0,0,1,1,1,0,3,12,0,0
udn.com,0,0,0,1,1,1,0,6,2,0,0
olx.co.id,0,0,0,0,0,1,0,5,0,1,0
babal.net,0,0,0,0,1,1,0,6,1,0,0
kienthuc.net.vn,0,0,0,1,1,1,0,4,13,0,0
tunein.com,0,0,0,0,1,1,0,7,5,0,0
aljazeera.net,0,0,0,0,1,1,0,6,8,0,0
cookpad.com,0,0,0,1,0,1,0,3,0,0,0
correios.com.br,0,0,0,1,1,1,0,6,13,0,0
nesn.com,0,0,0,0,1,1,0,6,12,0,0
akhbarelyom.com,0,0,0,0,1,1,0,7,2,0,0
depositphotos.com,0,0,0,1,0,1,0,3,6,0,0
bestblackhatforum.com,0,0,0,1,1,1,0,3,5,0,0
sourceforge.net,0,0,0,1,1,1,0,5,0,1,0
xvideo-jp.com,0,0,0,1,1,1,0,3,1,0,0
babal.net,0,0,0,1,1,1,0,5,3,0,0
myspace.com,0,0,0,0,1,0,0,7,5,0,0
interpark.com,0,0,0,1,0,1,0,4,0,4,0
babal.net,0,0,0,1,1,1,0,6,2,0,0
tobogo.net,0,0,0,1,0,1,0,4,0,8,0
dantri.com.vn,0,0,0,1,1,1,0,4,15,0,0
mirtesen.ru,0,0,0,1,0,1,0,3,4,2,0
techcrunch.com,0,0,0,0,1,1,0,7,12,0,0
metro.co.uk,0,0,0,0,1,1,0,7,12,0,0
nypost.com,0,0,0,0,1,1,0,7,8,0,0
censor.net.ua,0,0,0,1,1,1,0,5,0,0,0
extratorrent.cc,0,0,1,1,1,1,0,5,0,0,0
tobogo.net,0,0,0,1,0,1,0,4,0,8,0
teespring.com,0,0,0,1,0,1,0,3,6,2,0
momoshop.com.tw,0,0,0,1,0,1,0,4,1,4,0
katproxy.com,0,0,0,1,1,1,0,3,12,0,0
pornsharing.com,0,0,0,1,1,1,0,3,7,0,0
olx.in,0,0,0,1,0,1,0,5,1,4,0
techcrunch.com,0,0,0,0,1,1,0,7,9,0,0
babal.net,0,0,0,1,1,1,0,6,4,0,0
metro.co.uk,0,0,0,0,1,1,0,7,10,0,0
allrecipes.com,0,0,0,0,1,1,0,5,3,0,0
sourceforge.net,0,0,0,0,1,1,0,5,1,1,0
thenextweb.com,0,0,0,0,1,1,0,9,6,0,0
stackoverflow.com,0,0,0,0,1,1,0,5,5,0,0
thenextweb.com,0,0,0,0,1,1,0,8,8,0,0
bleacherreport.com,0,0,0,1,1,1,0,4,9,0,0
searchengineland.com,0,0,0,1,1,1,0,3,9,0,0
serverfault.com,0,0,0,1,1,1,0,5,13,0,0
medium.com,0,0,0,1,1,0,0,4,13,0,0
themeforest.net,0,0,0,0,1,1,0,6,4,0,0
fortune.com,0,0,0,0,1,1,0,7,10,0,0
persianblog.ir,0,0,0,0,1,1,0,7,0,0,0
cheezburger.com,0,0,0,1,1,1,0,4,5,1,0
torcache.net,0,0,1,1,1,1,0,4,0,0,0
bdnews24.com,0,0,0,0,1,1,0,7,6,0,0
thenextweb.com,0,0,0,0,1,1,0,8,10,0,0
cheezburger.com,0,0,0,1,1,1,0,4,6,0,0
emgn.com,0,0,0,1,1,1,0,5,12,0,0
xvideo-jp.com,0,0,0,0,1,1,0,5,1,0,0
kienthuc.net.vn,0,0,0,1,1,1,0,4,15,0,0
babal.net,0,0,0,0,1,1,0,6,0,0,0
olx.ua,0,0,0,1,1,1,0,6,2,0,0
sourceforge.net,0,0,0,1,1,1,0,5,1,1,0
sberbank.ru,0,0,0,0,1,1,0,10,2,0,0
interpark.com,0,0,0,1,0,1,0,4,0,4,0
extratorrent.cc,0,0,0,0,1,1,0,5,0,0,0
metro.co.uk,0,0,0,0,1,1,0,7,9,0,0
interpark.com,0,0,0,1,0,1,0,4,0,1,0
steamcommunity.com,0,0,0,0,1,1,0,9,0,0,0
elitedaily.com,0,0,0,0,1,1,0,6,5,0,0
olx.in,0,0,0,0,1,1,0,6,8,0,0
torcache.net,0,0,1,1,1,1,0,4,0,0,0
grantland.com,0,0,0,1,1,1,0,5,12,0,0
babal.net,0,0,0,1,1,1,0,5,5,0,0
genius.com,0,0,0,1,1,1,0,5,50,0,0
olx.ua,0,0,0,0,1,1,0,6,1,0,0
tinnhanh360.net,0,0,0,1,1,1,0,3,14,0,0
haberler.com,0,0,0,1,1,1,0,4,10,0,0
noticias.uol.com.br,0,0,0,0,1,1,0,8,9,0,0
telegraf.com.ua,0,0,0,1,1,1,0,5,8,0,0
serverfault.com,0,0,0,0,1,1,0,5,9,0,0
zozo.jp,0,0,0,1,0,1,0,5,0,7,0
askubuntu.com,0,0,0,1,1,1,0,5,9,0,0
olx.ua,0,0,0,1,1,1,0,5,1,0,0
olx.in,0,0,0,0,1,1,0,6,5,0,0
gov.uk,0,0,0,0,1,0,0,5,6,0,0
tunein.com,0,0,0,0,1,1,0,7,6,0,0
grantland.com,0,0,0,1,1,1,0,5,15,0,0
emgn.com,0,0,0,1,1,1,0,5,12,0,0
otomoto.pl,0,0,0,1,1,1,0,4,10,0,0
otomoto.pl,0,0,0,0,1,1,0,7,2,0,0
syosetu.com,0,0,0,1,0,1,0,5,0,5,0
clien.net,0,0,0,1,0,1,0,5,0,1,0
distractify.com,0,0,0,0,1,1,0,12,0,0,0
avxhome.se,0,0,0,0,1,1,0,6,1,0,0
themeforest.net,0,0,0,0,1,1,0,6,6,0,0
medium.com,0,0,0,1,1,0,1,4,3,0,0
grantland.com,0,0,0,0,1,1,0,5,7,0,0
ecnavi.jp,0,0,1,0,0,1,0,8,0,2,0
babal.net,0,0,0,1,1,1,0,6,6,0,0
udn.com,0,0,0,1,1,1,0,6,2,0,0
mylust.com,0,0,0,0,1,1,0,6,13,0,0
pornsharing.com,0,0,0,1,1,1,0,3,9,0,0
tobogo.net,0,0,0,1,0,1,0,4,0,8,0
udn.com,0,0,0,1,1,1,0,6,2,0,0
diply.com,0,0,0,1,0,1,0,4,1,0,0
codecanyon.net,0,0,0,1,0,1,0,3,1,11,0
motthegioi.vn,0,0,0,1,1,1,0,4,11,0,0
espn.go.com,0,0,0,0,1,1,0,8,11,0,0
mentalfloss.com,0,0,0,0,1,1,0,5,8,0,0
correios.com.br,0,0,0,0,1,1,0,6,6,0,0
olx.ro,0,0,0,0,1,1,0,7,4,0,0
nesn.com,0,0,0,0,1,1,0,6,10,0,0
allegro.pl,0,0,0,1,0,1,0,4,8,3,0
lifehacker.com,0,0,0,1,1,1,0,3,9,0,0
nymag.com,0,0,0,0,1,1,0,11,6,0,0
nhs.uk,0,0,0,0,1,1,0,6,6,0,0
sfglobe.com,0,0,0,0,1,1,0,7,14,0,0
tunein.com,0,0,0,0,1,1,0,7,4,0,0
plarium.com,0,0,0,0,1,1,0,8,11,0,0
torcache.net,0,0,1,1,1,1,0,4,0,0,0
torcache.net,0,0,1,1,1,1,0,4,0,0,0
jezebel.com,0,0,0,1,1,1,0,4,11,0,0
censor.net.ua,0,0,0,0,1,1,0,16,0,0,0
hubpages.com,0,0,0,1,1,1,0,4,12,0,0
extratorrent.cc,0,0,0,0,1,1,0,5,2,0,0
depositphotos.com,0,0,0,1,0,1,0,3,6,0,0
buzzfil.net,0,0,0,1,1,1,0,6,14,0,0
uproxx.com,0,0,0,0,1,1,0,7,13,0,0
olx.co.id,0,0,0,0,1,1,0,9,4,0,0
jezebel.com,0,0,0,1,1,1,0,4,9,0,0
extratorrent.cc,0,0,0,0,1,1,0,5,1,0,0
bigcinema.tv,0,0,0,1,1,1,0,4,0,0,0
emgn.com,0,0,0,1,1,1,0,5,18,0,0
emgn.com,0,0,0,0,1,1,0,5,13,0,0
isna.ir,0,0,0,1,1,1,0,6,6,0,0
paytm.com,0,0,0,0,1,0,0,5,9,0,0
distractify.com,0,0,0,0,1,1,0,12,0,0,0
torcache.net,0,0,1,1,1,1,0,4,0,0,0
motthegioi.vn,0,0,0,1,1,1,0,4,14,0,0
unity3d.com,0,0,0,0,1,1,0,8,6,0,0
torcache.net,0,0,1,1,1,1,0,4,0,0,0
pitchfork.com,0,0,0,1,1,1,0,5,11,0,0
himado.in,0,0,0,1,0,1,0,3,0,0,0
extratorrent.cc,0,0,0,1,1,1,0,5,0,0,0
babal.net,0,0,0,1,1,1,0,5,3,0,0
bigcinema.tv,0,0,0,1,1,1,0,4,0,0,0
themeforest.net,0,0,0,0,1,1,0,6,5,0,0
kotaku.com,0,0,0,1,1,1,0,4,11,0,0
twitter.com,0,0,0,1,0,0,0,3,1,0,0
duckduckgo.com,0,0,0,1,0,1,0,3,1,5,0
allrecipes.com,0,0,0,0,1,1,0,6,3,0,0
udn.com,0,0,0,1,1,1,0,6,1,0,0
eksisozluk.com,0,0,0,1,1,0,0,3,6,0,0
serverfault.com,0,0,0,1,1,1,0,5,9,0,0
lifehacker.com,0,0,0,1,1,1,0,4,10,0,0
xhamster.com,0,0,0,0,1,1,0,5,0,0,0
kenh14.vn,0,0,0,1,1,1,0,4,12,0,0
fortune.com,0,0,0,0,1,1,0,7,10,0,0
